Movie,Year,TMDB Link,Genre
The Jazz Singer,1927,https://www.themoviedb.org/movie/939,"Drama, Music"
The Jazz Singer,1952,https://www.themoviedb.org/movie/216925,"Music, Drama"
The Jazz Singer,1980,https://www.themoviedb.org/movie/15310,"Drama, Music, Romance"
The Jungle Book,1967,https://www.themoviedb.org/movie/9325,"Family, Animation, Adventure"
The Jungle Book,2016,https://www.themoviedb.org/movie/278927,"Family, Adventure, Fantasy"
The Karate Kid,1984,https://www.themoviedb.org/movie/1885,"Action, Drama"
The Karate Kid,2010,https://www.themoviedb.org/movie/38575,"Action, Adventure, Drama, Family"
The King's Pirate,1967,https://www.themoviedb.org/movie/260127,Adventure
The Lady Eve,1941,https://www.themoviedb.org/movie/3086,"Comedy, Romance"
The Lady Vanishes,1938,https://www.themoviedb.org/movie/940,"Mystery, Thriller"
The Lady Vanishes,1979,https://www.themoviedb.org/movie/4706,"Mystery, Thriller, Comedy, Romance"
The Ladykillers,1955,https://www.themoviedb.org/movie/5506,"Comedy, Crime"
The Ladykillers,2004,https://www.themoviedb.org/movie/5516,"Comedy, Crime, Thriller"
The Lake House,2006,https://www.themoviedb.org/movie/2044,"Romance, Drama, Mystery, Fantasy"
The Land Beyond the Law,1927,https://www.themoviedb.org/movie/284940,Western
The Land That Time Forgot,1975,https://www.themoviedb.org/movie/27085,"Science Fiction, Action, Adventure"
The Land That Time Forgot,2009,https://www.themoviedb.org/movie/21260,"Action, Fantasy, Science Fiction, Adventure"
The Last Bandit,1949,https://www.themoviedb.org/movie/456334,"Western, Romance"
The Last House on the Left,1972,https://www.themoviedb.org/movie/15516,"Horror, Crime"
The Last House on the Left,2009,https://www.themoviedb.org/movie/18405,"Crime, Thriller, Horror, Drama"
The Last Kiss,2001,https://www.themoviedb.org/movie/12308,"Comedy, Drama, Romance"
The Last Kiss,2006,https://www.themoviedb.org/movie/7511,"Comedy, Drama, Romance"
The Last Man on Earth,1924,https://www.themoviedb.org/movie/316288,"Science Fiction, Comedy, Fantasy"
The Last Mile,1932,https://www.themoviedb.org/movie/69857,Drama
The Last Mile,1959,https://www.themoviedb.org/movie/72002,"Drama, Thriller, Crime"
The Legend of Maula Jatt,2021,https://www.themoviedb.org/movie/464293,"Drama, Fantasy, Action"
The Letter,1940,https://www.themoviedb.org/movie/17801,"Crime, Drama"
The Lift,1983,https://www.themoviedb.org/movie/11417,"Horror, Thriller, Comedy"
The Lion King,1994,https://www.themoviedb.org/movie/8587,"Animation, Family, Drama, Adventure"
The Lion King,2019,https://www.themoviedb.org/movie/420818,"Adventure, Drama, Family, Animation"
The Little Mermaid,1989,https://www.themoviedb.org/movie/10144,"Animation, Family, Fantasy"
The Little Mermaid,2023,https://www.themoviedb.org/movie/447277,"Adventure, Family, Fantasy, Romance"
The Little Shop of Horrors,1960,https://www.themoviedb.org/movie/24452,"Horror, Comedy, Fantasy"
The Loft,2014,https://www.themoviedb.org/movie/72784,Thriller
The Long Night,1947,https://www.themoviedb.org/movie/44626,"Drama, Thriller, Crime, Romance"
The Lost Chord,1917,https://www.themoviedb.org/movie/933111,Romance
The Lost Chord,1925,https://www.themoviedb.org/movie/728214,Romance
The Lost Patrol,1934,https://www.themoviedb.org/movie/46910,"Action, War"
The Magnificent Fraud,1939,https://www.themoviedb.org/movie/164424,Drama
The Magnificent Seven,1960,https://www.themoviedb.org/movie/966,"Western, Action, Adventure"
The Magnificent Seven,2016,https://www.themoviedb.org/movie/333484,"Adventure, Action, Western"
The Major and the Minor,1942,https://www.themoviedb.org/movie/39871,"Comedy, Romance"
The Man Who Knew Too Much,1934,https://www.themoviedb.org/movie/8208,"Thriller, Mystery"
The Man Who Knew Too Much,1956,https://www.themoviedb.org/movie/574,"Thriller, Mystery, Drama"
The Man Who Lived Twice,1936,https://www.themoviedb.org/movie/101218,"Crime, Drama"
The Man Who Loved Women,1977,https://www.themoviedb.org/movie/1421,"Drama, Comedy, Romance"
The Man Who Loved Women,1983,https://www.themoviedb.org/movie/69928,"Comedy, Drama, Romance"
The Man with One Red Shoe,1985,https://www.themoviedb.org/movie/10905,"Action, Comedy"
The Manchurian Candidate,1962,https://www.themoviedb.org/movie/982,"Thriller, Drama"
The Manchurian Candidate,2004,https://www.themoviedb.org/movie/14462,"Drama, Thriller, Mystery"
The Mayor of Hell,1933,https://www.themoviedb.org/movie/100894,"Crime, Drama"
The Mechanic,1972,https://www.themoviedb.org/movie/19403,"Action, Thriller"
The Mechanic,2011,https://www.themoviedb.org/movie/27582,"Action, Thriller, Crime"
The Michigan Kid,1928,https://www.themoviedb.org/movie/288843,Drama
The Michigan Kid,1947,https://www.themoviedb.org/movie/726279,"Action, Romance, Western"
The Mighty Kong,1998,https://www.themoviedb.org/movie/291309,"Adventure, Animation, Family"
The Miracle Man,1919,https://www.themoviedb.org/movie/278093,Drama
The Miracle Man,1932,https://www.themoviedb.org/movie/209773,Drama
The Miracle of Morgan's Creek,1944,https://www.themoviedb.org/movie/42879,"Comedy, Romance, War"
The Money Pit,1986,https://www.themoviedb.org/movie/10466,"Comedy, Romance"
The More the Merrier,1943,https://www.themoviedb.org/movie/80616,"Comedy, Romance"
The Mummy,1932,https://www.themoviedb.org/movie/15849,"Horror, Fantasy"
The Mummy,1959,https://www.themoviedb.org/movie/18990,Horror
The Mummy,1999,https://www.themoviedb.org/movie/564,"Adventure, Action, Fantasy"
The Mummy,2017,https://www.themoviedb.org/movie/282035,"Fantasy, Thriller, Action, Adventure, Horror"
The Narrow Margin,1952,https://www.themoviedb.org/movie/31713,"Thriller, Crime"
The Next Three Days,2010,https://www.themoviedb.org/movie/43539,"Romance, Drama, Thriller, Crime"
The Nutty Professor,1963,https://www.themoviedb.org/movie/18331,"Comedy, Science Fiction, Romance"
The Nutty Professor,1996,https://www.themoviedb.org/movie/9327,"Fantasy, Comedy, Romance, Science Fiction"
The Old Dark House,1932,https://www.themoviedb.org/movie/31592,"Drama, Horror, Thriller"
The Old Dark House,1963,https://www.themoviedb.org/movie/29400,"Comedy, Horror, Mystery"
The Omen,1976,https://www.themoviedb.org/movie/794,"Horror, Thriller"
The Omen,2006,https://www.themoviedb.org/movie/806,"Horror, Mystery, Thriller"
The Out-of-Towners,1970,https://www.themoviedb.org/movie/20444,Comedy
The Out-of-Towners,1999,https://www.themoviedb.org/movie/8970,"Comedy, Romance, Adventure"
The Outfit,1973,https://www.themoviedb.org/movie/26762,"Crime, Drama"
The Outrage,1964,https://www.themoviedb.org/movie/85609,"Drama, Crime, Western"
The Paleface,1948,https://www.themoviedb.org/movie/17804,"Comedy, Western"
The Parent Trap,1961,https://www.themoviedb.org/movie/19186,"Comedy, Family, Romance"
The Parent Trap,1998,https://www.themoviedb.org/movie/9820,"Comedy, Family, Romance"
The Phantom Carriage,1921,https://www.themoviedb.org/movie/58129,"Drama, Fantasy, Horror"
The Phantom Carriage,1958,https://www.themoviedb.org/movie/107383,Drama
The Plainsman,1936,https://www.themoviedb.org/movie/43885,"Western, War, Romance"
The Plainsman,1966,https://www.themoviedb.org/movie/238124,Western
The Plank,1967,https://www.themoviedb.org/movie/18879,Comedy
The Plank,1979,https://www.themoviedb.org/movie/120557,Comedy
The Poseidon Adventure,1972,https://www.themoviedb.org/movie/551,"Adventure, Drama, Thriller"
The Poseidon Adventure,2005,https://www.themoviedb.org/movie/28512,"Adventure, Thriller, Action, TV Movie"
The Preacher's Wife,1996,https://www.themoviedb.org/movie/21539,"Family, Fantasy, Drama, Comedy, Romance"
The Prisoner of Zenda,1937,https://www.themoviedb.org/movie/43867,"Romance, Adventure, Drama"
The Prisoner of Zenda,1952,https://www.themoviedb.org/movie/28431,Adventure
The Private War of Major Benson,1955,https://www.themoviedb.org/movie/110502,"Comedy, Family, Romance"
The Ring,2002,https://www.themoviedb.org/movie/565,"Horror, Mystery"
The Roman Spring of Mrs. Stone,1961,https://www.themoviedb.org/movie/36731,"Drama, Romance"
The Roman Spring of Mrs. Stone,2003,https://www.themoviedb.org/movie/158928,"Drama, Romance, TV Movie"
The Room,2003,https://www.themoviedb.org/movie/17473,"Drama, Romance"
The Room Returns!,2025,https://www.themoviedb.org/movie/1097699,"Drama, Romance"
The Second Wind,2007,https://www.themoviedb.org/movie/59918,"Drama, Crime, Mystery, Thriller"
The Secret,2007,https://www.themoviedb.org/movie/15403,"Animation, Science Fiction, Family, TV Movie, Action"
The Secret in Their Eyes (El secreto de sus ojos),2009,https://www.themoviedb.org/movie/25376,"Mystery, Thriller, Drama"
The Secret Life of Walter Mitty,1947,https://www.themoviedb.org/movie/40092,"Comedy, Fantasy, Romance"
The Secret Life of Walter Mitty,2013,https://www.themoviedb.org/movie/116745,"Adventure, Comedy, Drama, Fantasy"
The Shaggy Dog,1959,https://www.themoviedb.org/movie/15944,"Comedy, Family, Fantasy"
The Shaggy Dog,2006,https://www.themoviedb.org/movie/10067,"Comedy, Family"
The Shakiest Gun in the West,1968,https://www.themoviedb.org/movie/20238,"Comedy, Family, Western"
The Squaw Man,1914,https://www.themoviedb.org/movie/161710,"Drama, Western"
The Squaw Man,1918,https://www.themoviedb.org/movie/115076,Western
The Squaw Man,1931,https://www.themoviedb.org/movie/206039,"Drama, Western"
The Stepfather,1987,https://www.themoviedb.org/movie/25155,"Horror, Thriller"
The Stepfather,2009,https://www.themoviedb.org/movie/19904,"Horror, Thriller"
The Strawberry Blonde,1941,https://www.themoviedb.org/movie/76465,"Romance, Comedy"
The Swan,1925,https://www.themoviedb.org/movie/315729,"Romance, Comedy"
The Swan,1956,https://www.themoviedb.org/movie/61048,"Romance, Drama, Comedy"
The Talented Mr. Ripley,1999,https://www.themoviedb.org/movie/1213,"Thriller, Crime, Drama"
The Tall Blond Man with One Black Shoe,1972,https://www.themoviedb.org/movie/12089,"Comedy, Mystery"
The Ten Commandments,1923,https://www.themoviedb.org/movie/24805,"Drama, History"
The Ten Commandments,1956,https://www.themoviedb.org/movie/6844,"Drama, History"
The Texas Chain Saw Massacre,1974,https://www.themoviedb.org/movie/30497,Horror
The Texas Chainsaw Massacre,2003,https://www.themoviedb.org/movie/9373,Horror
The Texican,1966,https://www.themoviedb.org/movie/95410,Western
The Things of Life,1970,https://www.themoviedb.org/movie/3423,"Drama, Romance"
The Thirteenth Floor,1999,https://www.themoviedb.org/movie/1090,"Thriller, Science Fiction, Mystery"
The Thirteenth Guest,1932,https://www.themoviedb.org/movie/76964,"Mystery, Thriller"
The Thomas Crown Affair,1968,https://www.themoviedb.org/movie/912,"Crime, Romance"
The Thomas Crown Affair,1999,https://www.themoviedb.org/movie/913,"Drama, Crime, Romance"
The Time Machine,1960,https://www.themoviedb.org/movie/2134,"Thriller, Adventure, Fantasy, Science Fiction, Romance"
The Time Machine,2002,https://www.themoviedb.org/movie/2135,"Science Fiction, Adventure, Action"
The Toolbox Murders,1978,https://www.themoviedb.org/movie/27495,"Horror, Mystery, Thriller"
The Tourist,2010,https://www.themoviedb.org/movie/37710,"Action, Thriller, Romance"
The Toy,1982,https://www.themoviedb.org/movie/23805,"Comedy, Family"
The Truth About Charlie,2002,https://www.themoviedb.org/movie/13440,"Thriller, Mystery"
The Underneath,1995,https://www.themoviedb.org/movie/36141,"Crime, Drama, Thriller"
The Unfaithful,1947,https://www.themoviedb.org/movie/72847,"Thriller, Drama, Mystery"
The Unfaithful Wife,1969,https://www.themoviedb.org/movie/8286,"Crime, Drama, Thriller"
The Unholy Three,1925,https://www.themoviedb.org/movie/27505,"Crime, Thriller, Drama"
The Unholy Three,1930,https://www.themoviedb.org/movie/27504,"Crime, Drama"
The Upside,2019,https://www.themoviedb.org/movie/440472,"Comedy, Drama"
The Vanishing,1988,https://www.themoviedb.org/movie/8740,"Thriller, Mystery"
The Vanishing,1993,https://www.themoviedb.org/movie/1644,"Thriller, Drama, Mystery, Horror"
The Virginian,1929,https://www.themoviedb.org/movie/42616,Western
The Virginian,1946,https://www.themoviedb.org/movie/121230,Western
The Virtuous Bigamist,1956,https://www.themoviedb.org/movie/82835,"Comedy, Drama"
The Wages of Fear,1953,https://www.themoviedb.org/movie/204,"Drama, Thriller, Adventure"
The Way of All Flesh,1927,https://www.themoviedb.org/movie/85499,Drama
The Way of All Flesh,1940,https://www.themoviedb.org/movie/415506,"Romance, Crime, Drama"
The White Outlaw,1929,https://www.themoviedb.org/movie/633866,Western
The Wicked Lady,1945,https://www.themoviedb.org/movie/41073,"Drama, Adventure, History"
The Wicked Lady,1983,https://www.themoviedb.org/movie/110683,"Drama, Adventure"
The Wicker Man,1973,https://www.themoviedb.org/movie/16307,Horror
The Wicker Man,2006,https://www.themoviedb.org/movie/9708,"Horror, Mystery, Thriller"
The Window,1949,https://www.themoviedb.org/movie/32684,"Thriller, Crime"
The Witness,2015,https://www.themoviedb.org/movie/356332,Documentary
The Wizard of Gore,1970,https://www.themoviedb.org/movie/23506,Horror
The Wizard of Gore,2007,https://www.themoviedb.org/movie/13903,"Mystery, Horror"
The Wolf Man,1941,https://www.themoviedb.org/movie/13666,"Horror, Drama"
The Wolfman,2010,https://www.themoviedb.org/movie/7978,Horror
The Woman in Red,1984,https://www.themoviedb.org/movie/5968,"Comedy, Romance"
The Women,1939,https://www.themoviedb.org/movie/22490,"Comedy, Drama"
The Women,2008,https://www.themoviedb.org/movie/13972,"Drama, Comedy"
The Yellow Handkerchief,1977,https://www.themoviedb.org/movie/22557,"Comedy, Drama"
The Yellow Handkerchief,2008,https://www.themoviedb.org/movie/22556,"Drama, Romance"
These Three,1936,https://www.themoviedb.org/movie/54569,"Drama, Romance"
Thirteen Ghosts,2001,https://www.themoviedb.org/movie/9378,"Horror, Thriller"
This Gun for Hire,1942,https://www.themoviedb.org/movie/16703,"Crime, Thriller, Mystery"
This Gun for Hire,1991,https://www.themoviedb.org/movie/251497,"TV Movie, Thriller"
Three Fugitives,1989,https://www.themoviedb.org/movie/31608,"Comedy, Crime"
To Be or Not to Be,1942,https://www.themoviedb.org/movie/198,"Comedy, War, Romance"
To Be or Not to Be,1983,https://www.themoviedb.org/movie/22998,"Comedy, Drama, War"
Toolbox Murders,2004,https://www.themoviedb.org/movie/16764,"Horror, Mystery"
Tortilla Soup,2001,https://www.themoviedb.org/movie/15104,"Comedy, Drama, Romance"
Total Recall,1990,https://www.themoviedb.org/movie/861,"Action, Adventure, Science Fiction"
Total Recall,2012,https://www.themoviedb.org/movie/64635,"Action, Science Fiction, Thriller"
Trader Horn,1931,https://www.themoviedb.org/movie/84296,"Action, Adventure"
Trader Horn,1973,https://www.themoviedb.org/movie/340412,Adventure
True Grit,1969,https://www.themoviedb.org/movie/17529,Western
True Grit,2010,https://www.themoviedb.org/movie/44264,"Drama, Adventure, Western"
True Lies,1994,https://www.themoviedb.org/movie/36955,"Action, Thriller"
Twenty Million Sweethearts,1934,https://www.themoviedb.org/movie/125578,"Music, Comedy"
Two Half Times in Hell,1961,https://www.themoviedb.org/movie/163363,"War, Drama"
Two Much,1996,https://www.themoviedb.org/movie/46029,"Comedy, Romance"
Two Thousand Maniacs!,1964,https://www.themoviedb.org/movie/28177,Horror
Un indien dans la ville,1994,https://www.themoviedb.org/movie/11479,"Adventure, Drama, Family, Comedy"
Under Suspicion,2000,https://www.themoviedb.org/movie/10562,"Thriller, Crime, Drama"
Unfaithful,2002,https://www.themoviedb.org/movie/2251,"Thriller, Drama, Romance"
Unfaithfully Yours,1948,https://www.themoviedb.org/movie/33115,"Comedy, Romance"
Unfaithfully Yours,1984,https://www.themoviedb.org/movie/50812,"Comedy, Romance"
Up in Mabel's Room,1926,https://www.themoviedb.org/movie/402390,Comedy
Up in Mabel's Room,1944,https://www.themoviedb.org/movie/191478,Comedy
Up the River,1930,https://www.themoviedb.org/movie/72602,"Comedy, Crime"
Up the River,1938,https://www.themoviedb.org/movie/490525,Comedy
Uptight,1968,https://www.themoviedb.org/movie/121971,"Drama, Thriller"
Valley Girl,1983,https://www.themoviedb.org/movie/19053,"Comedy, Romance"
Valley Girl,2020,https://www.themoviedb.org/movie/482273,"Comedy, Romance, Music"
Vanilla Sky,2001,https://www.themoviedb.org/movie/1903,"Mystery, Romance, Science Fiction"
Vanishing Point,1971,https://www.themoviedb.org/movie/11951,"Action, Crime, Drama, Thriller"
Vanishing Point,1997,https://www.themoviedb.org/movie/27312,"Action, Adventure, Thriller, TV Movie"
Vash,2023,https://www.themoviedb.org/movie/1155640,Horror
Veeram,2014,https://www.themoviedb.org/movie/247504,"Action, Comedy"
Vengeance in the Dreary Night,2025,https://www.themoviedb.org/movie/1463298,"Crime, Drama, Mystery, Thriller"
Victor and Victoria,1933,https://www.themoviedb.org/movie/169377,"Music, Comedy, Romance"
Victor/Victoria,1982,https://www.themoviedb.org/movie/12614,"Music, Comedy, Romance"
Village of the Damned,1960,https://www.themoviedb.org/movie/11773,"Horror, Science Fiction"
Village of the Damned,1995,https://www.themoviedb.org/movie/12122,"Thriller, Horror, Science Fiction"
"Walk, Don't Run",1966,https://www.themoviedb.org/movie/38720,"Comedy, Romance"
Walking Tall,1973,https://www.themoviedb.org/movie/25473,"Action, Crime, Drama"
Walking Tall,2004,https://www.themoviedb.org/movie/11358,"Adventure, Drama, Action, Thriller"
Waterloo Bridge,1931,https://www.themoviedb.org/movie/95797,"Drama, Romance, War"
Waterloo Bridge,1940,https://www.themoviedb.org/movie/43824,"Drama, Romance"
We Are Family,2010,https://www.themoviedb.org/movie/44972,"Drama, Family"
We're No Angels,1955,https://www.themoviedb.org/movie/5996,"Comedy, Crime"
We're No Angels,1989,https://www.themoviedb.org/movie/5971,"Comedy, Crime"
Web of the Spider,1971,https://www.themoviedb.org/movie/49130,Horror
Welcome to Collinwood,2002,https://www.themoviedb.org/movie/9260,"Comedy, Crime"
West Side Story,1961,https://www.themoviedb.org/movie/1725,"Crime, Drama, Romance"
West Side Story,2021,https://www.themoviedb.org/movie/511809,"Drama, Romance, Crime"
What Men Want,2019,https://www.themoviedb.org/movie/487297,"Comedy, Romance"
What Women Want,2000,https://www.themoviedb.org/movie/3981,"Comedy, Romance"
What Women Want,2011,https://www.themoviedb.org/movie/62976,"Comedy, Romance, Fantasy"
When a Stranger Calls,1979,https://www.themoviedb.org/movie/45964,"Horror, Thriller"
When a Stranger Calls,2006,https://www.themoviedb.org/movie/10053,"Horror, Mystery"
Where the Boys Are,1960,https://www.themoviedb.org/movie/43049,"Comedy, Drama, Romance"
Where the Boys Are '84,1984,https://www.themoviedb.org/movie/59897,"Comedy, Romance"
White Men Can't Jump,1992,https://www.themoviedb.org/movie/10158,"Comedy, Drama"
White Men Can't Jump,2023,https://www.themoviedb.org/movie/920125,"Comedy, Drama"
Wicker Park,2004,https://www.themoviedb.org/movie/11208,"Drama, Mystery, Romance, Thriller"
"Wife, Husband and Friend",1939,https://www.themoviedb.org/movie/120996,Comedy
Wild Card,2015,https://www.themoviedb.org/movie/265208,"Thriller, Crime, Action"
Willy Wonka & the Chocolate Factory,1971,https://www.themoviedb.org/movie/252,"Family, Fantasy, Comedy"
Wings of Desire,1987,https://www.themoviedb.org/movie/144,"Drama, Fantasy, Romance"
Witchboard,1986,https://www.themoviedb.org/movie/17994,"Horror, Mystery, Thriller"
Witchboard,2024,https://www.themoviedb.org/movie/1107325,Horror
Witness for the Prosecution,1957,https://www.themoviedb.org/movie/37257,"Drama, Mystery, Crime"
Witness for the Prosecution,1982,https://www.themoviedb.org/movie/5972,"Crime, Drama, TV Movie"
Wonderful Nightmare,2015,https://www.themoviedb.org/movie/342055,Comedy
World on a Wire,1973,https://www.themoviedb.org/movie/394385,Documentary
Wrath of Man,2021,https://www.themoviedb.org/movie/637649,"Thriller, Crime, Drama"
X Marks the Spot,1931,https://www.themoviedb.org/movie/156413,"Crime, Drama"
X Marks the Spot,1942,https://www.themoviedb.org/movie/186857,Mystery
Yellow Sky,1948,https://www.themoviedb.org/movie/20638,Western
You Can't Escape Forever,1942,https://www.themoviedb.org/movie/27897,Thriller
You're Never Too Young,1955,https://www.themoviedb.org/movie/53441,Comedy
"Yours, Mine & Ours",2005,https://www.themoviedb.org/movie/13499,"Comedy, Family, Romance"
"Yours, Mine and Ours",1968,https://www.themoviedb.org/movie/27983,Comedy
Zero Hour!,1957,https://www.themoviedb.org/movie/54541,"Drama, Thriller"
Zinda,2006,https://www.themoviedb.org/movie/20971,"Action, Thriller"
The Great Gatsby,1974,https://www.themoviedb.org/movie/11034-the-great-gatsby?language=en-US,"Drama, Romance"
The Great Gatsby,2013,https://www.themoviedb.org/movie/64682-the-great-gatsby?language=en-US,"Drama, Romance"
The Great Gatsby,2000,https://www.themoviedb.org/movie/34027-the-great-gatsby?language=en-US,"Drama, Romance"
The Girl with the Dragon Tattoo,2009,https://www.themoviedb.org/movie/15472-man-som-hatar-kvinnor?language=en-US,"Thriller, Drama"
The Girl with the Dragon Tattoo,2011,https://www.themoviedb.org/movie/65754-the-girl-with-the-dragon-tattoo?language=en-US,"Thriller, Crime"
